metric_name,value,session_id,chunk_index,is_final,audio_data_size
ttfa_generation_start_ms,1789403322260.7185,,,,
ttfa_talker_thread_start_ms,1789403322871.4841,,,,
ttfa_first_decode_step_ms,1789403326666.3528,,,,
ttfa_first_chunk_emit_ms,1789403327336.989,,,,
ttfa_first_decode_complete_ms,1789403327481.3347,no-registry,0,,
progressive_chunk_emit_ms,1789403327481.839,,0,,
progressive_chunk_emit_ms,1789403327683.684,,1,,
first_chunk_latency_ms,5221.120595932007,,,,
tts_compile_warmup_priming,1.0,,,,
ttfa_generation_start_ms,1789403330318.379,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,,,
ttfa_talker_thread_start_ms,1789403330319.9043,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,,,
ttfa_first_decode_step_ms,1789403330421.8313,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,,,
ttfa_first_chunk_emit_ms,1789403330973.05,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,,,
ttfa_first_decode_complete_ms,1789403331122.7656,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,0,,
progressive_chunk_emit_ms,1789403331123.2688,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,0,,
ttfa_first_playback_write_ms,1789403331147.6938,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,0,,
progressive_chunk_emit_ms,1789403331701.6152,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,1,,
progressive_chunk_playback_arrival_ms,1789403332021.7305,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,0,False,18645
progressive_chunk_audio_duration_ms,776.875,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,0,,
progressive_chunk_emit_ms,1789403332174.8608,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,2,,
progressive_chunk_emit_ms,1789403332801.3872,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,3,,
progressive_chunk_playback_arrival_ms,1789403332872.967,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,1,False,19200
progressive_chunk_audio_duration_ms,800.0,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,1,,
progressive_chunk_emit_ms,1789403333378.3235,a8910915-cf3f-4c69-9c3c-f3b7e48f6734,4,,
