run_index,seg1_prefill_ms,seg1a_dispatch_overhead_ms,seg1b_prompt_encode_ms,seg2_talker_to_first_chunk_ms,seg3_first_decode_ms,seg4_consumer_cushion_ms,residual_post_ms,first_chunk_latency_ms,measured_t0_to_post_ms,chunks,median_decode_chunk_ms,n_decode_samples,consumer_chunks_held,first_emit_path,first_emit_frames,independent_ttfa_bracket_ms,bracket_slack_ms,median_inter_emit_ms,median_chunk_audio_ms,producer_ratio,producer_rate_P,segment_sum_to_post_ms,reconcile_error_pct,total_audio_ms,generation_wall_ms,is_warmup,chunk_size,utterance,precision,compile
-1,77.54736328125,0.50341796875,77.0439453125,1063.968017578125,55.81494140625,1.00244140625,0.0,1197.3302364349365,1197.330322265625,10,37.94890001881868,10,1,threshold,25,1198.0252000503242,0.6948777846992016,1102.59521484375,2000.0,0.551297607421875,1.8139023034699298,1197.330322265625,0.0,18696.875,10465.745210647583,True,25,long,auto,auto
0,81.169677734375,1.0087890625,80.160888671875,1053.90673828125,51.284423828125,0.0,0.0,1186.3608360290527,1186.36083984375,10,32.42010000394657,10,1,threshold,25,1186.2475998932496,-0.11323995050042868,1101.26904296875,2000.0,0.550634521484375,1.8160866436493055,1186.36083984375,0.0,19176.875,10692.859411239624,False,25,long,auto,auto
1,77.896240234375,1.002685546875,76.8935546875,1029.027099609375,46.2158203125,0.0,0.0,1153.139352798462,1153.13916015625,10,31.596100016031414,10,1,threshold,25,1153.076299931854,-0.06286022439599037,1085.177734375,2000.0,0.5425888671875,1.8430160669965139,1153.13916015625,0.0,19256.875,10596.97413444519,False,25,long,auto,auto
2,80.99169921875,0.503662109375,80.488037109375,1062.512939453125,47.8134765625,0.503173828125,0.0,1191.3180351257324,1191.318115234375,10,31.77579998737201,10,1,threshold,25,1191.4030000334606,0.08488479908555746,1097.97119140625,2000.0,0.548985595703125,1.8215414171645592,1191.318115234375,0.0,19896.875,11074.312686920166,False,25,long,auto,auto
3,78.558837890625,1.014892578125,77.5439453125,1052.02783203125,52.71826171875,0.50390625,0.0,1183.305025100708,1183.304931640625,10,39.3447499955073,10,1,threshold,25,1183.570699999109,0.26576835848391056,1097.405029296875,2000.0,0.5487025146484374,1.8224811683990845,1183.304931640625,0.0,19656.875,10943.598985671997,False,25,long,auto,auto
4,77.064208984375,1.0029296875,76.061279296875,1043.719482421875,57.45654296875,1.002197265625,0.0,1178.2402992248535,1178.240234375,11,38.48470002412796,11,1,threshold,25,1179.0225999429822,0.7823655679821968,1090.29638671875,2000.0,0.545148193359375,1.834363595406388,1178.240234375,0.0,20056.875,11237.066984176636,False,25,long,auto,auto
5,80.012451171875,1.00341796875,79.009033203125,1064.058349609375,57.92431640625,0.0,0.0,1201.9948959350586,1201.9951171875,10,38.65554998628795,10,1,threshold,25,1201.928299968131,-0.06681721936911345,1106.2763671875,2000.0,0.55313818359375,1.8078665144810284,1201.9951171875,0.0,19896.875,11168.592691421509,False,25,long,auto,auto
6,78.332763671875,0.502685546875,77.830078125,1046.58203125,50.3330078125,0.0,0.0,1175.2479076385498,1175.247802734375,10,37.89285005768761,10,1,threshold,25,1175.131700001657,-0.11610273271799088,1114.748046875,2000.0,0.5573740234375,1.7941273865486,1175.247802734375,0.0,19496.875,10983.669519424438,False,25,long,auto,auto
7,82.4521484375,0.506103515625,81.946044921875,1055.251708984375,45.426513671875,1.00341796875,0.0,1183.1305027008057,1183.13037109375,10,29.85934994649142,10,1,threshold,25,1183.9197999797761,0.789428886026144,1078.82177734375,2000.0,0.539410888671875,1.8538743303127914,1183.13037109375,0.0,19656.875,10740.98014831543,False,25,long,auto,auto
8,78.529052734375,1.016845703125,77.51220703125,1030.813720703125,46.383056640625,0.0,0.0,1155.7259559631348,1155.725830078125,10,31.910549965687096,10,1,threshold,25,1155.7011000113562,-0.024730066768825054,1083.165771484375,2000.0,0.5415828857421875,1.8464394395136687,1155.725830078125,0.0,19976.875,10904.094219207764,False,25,long,auto,auto
9,80.02490234375,0.503662109375,79.521240234375,1042.809326171875,49.352294921875,0.0,0.0,1172.1863746643066,1172.1865234375,10,30.13495000777766,10,1,threshold,25,1172.1221000188962,-0.06442341860383749,1079.111328125,2000.0,0.5395556640625,1.85337689251681,1172.1865234375,0.0,19656.875,10733.200788497925,False,25,long,auto,auto
