run_index,seg1_prefill_ms,seg1a_dispatch_overhead_ms,seg1b_prompt_encode_ms,seg2_talker_to_first_chunk_ms,seg3_first_decode_ms,seg4_consumer_cushion_ms,residual_post_ms,first_chunk_latency_ms,measured_t0_to_post_ms,chunks,median_decode_chunk_ms,n_decode_samples,consumer_chunks_held,first_emit_path,first_emit_frames,independent_ttfa_bracket_ms,bracket_slack_ms,median_inter_emit_ms,median_chunk_audio_ms,producer_ratio,producer_rate_P,segment_sum_to_post_ms,reconcile_error_pct,total_audio_ms,generation_wall_ms,is_warmup,chunk_size,utterance,precision,compile
-1,76.218505859375,0.5068359375,75.711669921875,1019.046875,49.5498046875,0.0,0.0,1144.81520652771,1144.815185546875,10,30.393349996302277,10,1,threshold,25,1144.7618999518454,-0.053285595029592514,1082.892333984375,2000.0,0.5414461669921875,1.8469056777244282,1144.815185546875,0.0,18216.875,9987.824201583862,True,25,long,auto,auto
0,78.1005859375,1.5068359375,76.59375,1046.5537109375,62.451416015625,0.0,0.0,1187.1058940887451,1187.105712890625,10,36.39309998834506,10,1,threshold,25,1187.0283000171185,-0.07741287350654602,1097.08837890625,2000.0,0.548544189453125,1.8230071874372729,1187.105712890625,0.0,19976.875,11062.394380569458,False,25,long,auto,auto
1,78.50390625,1.5078125,76.99609375,1030.139404296875,55.986083984375,0.0,0.0,1164.6292209625244,1164.62939453125,10,36.11385001568124,10,1,threshold,25,1164.8855999810621,0.25620544981211424,1077.892578125,2000.0,0.5389462890625,1.8554724659845148,1164.62939453125,0.0,19096.875,10399.41430091858,False,25,long,auto,auto
2,77.384765625,0.503173828125,76.881591796875,1034.7490234375,59.21337890625,0.504150390625,0.0,1171.3471412658691,1171.34716796875,10,37.346649973187596,10,1,threshold,25,1171.5254000155255,0.17823204677551985,1069.392333984375,2000.0,0.5346961669921875,1.8702209997600585,1171.34716796875,0.0,18216.875,9877.346992492676,False,25,long,auto,auto
3,78.42578125,1.00146484375,77.42431640625,1046.17431640625,53.761962890625,1.007080078125,0.0,1178.3621311187744,1178.362060546875,10,36.78785002557561,10,1,threshold,25,1179.1182999731973,0.7562394263222814,1071.863037109375,2000.0,0.5359315185546875,1.8659100377168023,1178.362060546875,0.0,19256.875,10480.177164077759,False,25,long,auto,auto
4,78.781494140625,0.503173828125,78.2783203125,1021.522216796875,60.04345703125,0.0,0.503662109375,1160.8507633209229,1160.850830078125,10,39.21390004688874,10,1,threshold,25,1160.6987999984995,-0.15203007962554693,1070.703369140625,2000.0,0.5353516845703125,1.867930985969768,1160.850830078125,0.0,18376.875,10114.438772201538,False,25,long,auto,auto
5,76.5234375,0.5029296875,76.0205078125,1016.8974609375,46.852783203125,0.0,0.0,1140.2735710144043,1140.273681640625,10,31.306050019338727,10,1,threshold,25,1140.535399899818,0.2617182591930032,1069.691162109375,2000.0,0.5348455810546875,1.8696985362168503,1140.273681640625,0.0,19816.875,10851.993083953857,False,25,long,auto,auto
6,77.40673828125,1.002197265625,76.404541015625,1027.104248046875,47.9130859375,0.502685546875,0.0,1152.4240970611572,1152.424072265625,10,31.750550027936697,10,1,threshold,25,1152.659700019285,0.23562775366008282,1079.32373046875,2000.0,0.539661865234375,1.8530121626542952,1152.424072265625,0.0,18696.875,10219.597578048706,False,25,long,auto,auto
7,78.61669921875,0.504150390625,78.112548828125,1046.021240234375,44.45751953125,1.003662109375,0.0,1169.0952777862549,1169.095458984375,10,31.76440007518977,10,1,threshold,25,1169.840699993074,0.7452410086989403,1089.95556640625,2000.0,0.544977783203125,1.834937186104114,1169.095458984375,0.0,19736.875,10865.450620651245,False,25,long,auto,auto
8,76.715576171875,1.00634765625,75.709228515625,1036.985107421875,50.240966796875,1.002685546875,0.0,1163.9416217803955,1163.941650390625,10,43.285800027661026,10,1,threshold,25,1164.5713000325486,0.6296496419236064,1201.455078125,2000.0,0.6007275390625,1.6646481723821214,1163.941650390625,0.0,19416.875,12058.404922485352,False,25,long,auto,auto
9,88.591552734375,0.5048828125,88.086669921875,1064.767333984375,52.629150390625,0.0,0.0,1205.9879302978516,1205.988037109375,11,40.50070000812411,11,1,threshold,25,1205.9780999552459,-0.00993715412914753,1107.9444580078125,2000.0,0.5539722290039063,1.8051446401890816,1205.988037109375,0.0,21096.875,11808.520793914795,False,25,long,auto,auto
