metric_name,value,session_id,chunk_index,is_final,audio_data_size
progressive_chunk_emit_ms,1789403662991.3552,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,6,,
progressive_chunk_emit_ms,1789403664198.856,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,7,,
progressive_chunk_playback_arrival_ms,1789403664857.725,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,4,False,48000
progressive_chunk_audio_duration_ms,2000.0,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,4,,
progressive_chunk_emit_ms,1789403665464.3784,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,8,,
progressive_chunk_emit_ms,1789403665819.19,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,9,,
first_chunk_latency_ms,1536.510944366455,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,,,
progressive_chunk_playback_arrival_ms,1789403666898.2368,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,5,False,48000
progressive_chunk_audio_duration_ms,2000.0,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,5,,
progressive_chunk_playback_arrival_ms,1789403668777.7974,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,6,False,48000
progressive_chunk_audio_duration_ms,2000.0,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,6,,
progressive_chunk_playback_arrival_ms,1789403670828.1643,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,7,False,48000
progressive_chunk_audio_duration_ms,2000.0,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,7,,
progressive_chunk_playback_arrival_ms,1789403672878.3389,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,8,False,48000
progressive_chunk_audio_duration_ms,2000.0,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,8,,
progressive_chunk_playback_arrival_ms,1789403673388.3813,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,9,False,11520
progressive_chunk_audio_duration_ms,480.0,3a6fcc84-1f35-49a7-aba2-a338fa8404bf,9,,
ttfa_generation_start_ms,1789403675871.982,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,,,
ttfa_talker_thread_start_ms,1789403675873.489,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,,,
ttfa_first_decode_step_ms,1789403676064.352,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,,,
ttfa_first_chunk_emit_ms,1789403677810.0461,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,,,
ttfa_first_decode_complete_ms,1789403677961.112,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,0,,
progressive_chunk_emit_ms,1789403677962.115,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,0,,
ttfa_first_playback_write_ms,1789403677981.2559,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,0,,
progressive_chunk_emit_ms,1789403678558.8164,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,1,,
first_chunk_latency_ms,2090.1331901550293,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,,,
progressive_chunk_playback_arrival_ms,1789403680056.5498,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,0,False,47445
progressive_chunk_audio_duration_ms,1976.875,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,0,,
progressive_chunk_playback_arrival_ms,1789403680736.422,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,1,False,17280
progressive_chunk_audio_duration_ms,720.0,88b9c3c7-6cae-4596-8182-cc5a22b75dc7,1,,
