metric_name,value,session_id,chunk_index,is_final,audio_data_size
ttfa_generation_start_ms,1789403534945.02,,,,
ttfa_talker_thread_start_ms,1789403535681.533,,,,
ttfa_first_decode_step_ms,1789403539410.5635,,,,
ttfa_first_chunk_emit_ms,1789403540513.045,,,,
ttfa_first_decode_complete_ms,1789403540612.2512,no-registry,0,,
progressive_chunk_emit_ms,1789403540612.2512,,0,,
first_chunk_latency_ms,5667.231321334839,,,,
tts_compile_warmup_priming,1.0,,,,
ttfa_generation_start_ms,1789403546532.9802,99b2be29-2a9c-452e-8302-91e19460f337,,,
ttfa_talker_thread_start_ms,1789403546534.9924,99b2be29-2a9c-452e-8302-91e19460f337,,,
ttfa_first_decode_step_ms,1789403546715.8984,99b2be29-2a9c-452e-8302-91e19460f337,,,
ttfa_first_chunk_emit_ms,1789403548003.0422,99b2be29-2a9c-452e-8302-91e19460f337,,,
ttfa_first_decode_complete_ms,1789403548138.6306,99b2be29-2a9c-452e-8302-91e19460f337,0,,
progressive_chunk_emit_ms,1789403548139.6338,99b2be29-2a9c-452e-8302-91e19460f337,0,,
ttfa_first_playback_write_ms,1789403548159.8037,99b2be29-2a9c-452e-8302-91e19460f337,0,,
progressive_chunk_emit_ms,1789403549677.8135,99b2be29-2a9c-452e-8302-91e19460f337,1,,
progressive_chunk_playback_arrival_ms,1789403550224.0132,99b2be29-2a9c-452e-8302-91e19460f337,0,False,47445
progressive_chunk_audio_duration_ms,1976.875,99b2be29-2a9c-452e-8302-91e19460f337,0,,
progressive_chunk_emit_ms,1789403550916.2253,99b2be29-2a9c-452e-8302-91e19460f337,2,,
progressive_chunk_playback_arrival_ms,1789403552274.6023,99b2be29-2a9c-452e-8302-91e19460f337,1,False,48000
progressive_chunk_audio_duration_ms,2000.0,99b2be29-2a9c-452e-8302-91e19460f337,1,,
progressive_chunk_emit_ms,1789403552298.324,99b2be29-2a9c-452e-8302-91e19460f337,3,,
progressive_chunk_emit_ms,1789403553675.0552,99b2be29-2a9c-452e-8302-91e19460f337,4,,
progressive_chunk_playback_arrival_ms,1789403554323.943,99b2be29-2a9c-452e-8302-91e19460f337,2,False,48000
progressive_chunk_audio_duration_ms,2000.0,99b2be29-2a9c-452e-8302-91e19460f337,2,,
progressive_chunk_emit_ms,1789403554993.515,99b2be29-2a9c-452e-8302-91e19460f337,5,,
progressive_chunk_playback_arrival_ms,1789403556204.139,99b2be29-2a9c-452e-8302-91e19460f337,3,False,48000
progressive_chunk_audio_duration_ms,2000.0,99b2be29-2a9c-452e-8302-91e19460f337,3,,
progressive_chunk_emit_ms,1789403556281.5847,99b2be29-2a9c-452e-8302-91e19460f337,6,,
progressive_chunk_emit_ms,1789403557530.092,99b2be29-2a9c-452e-8302-91e19460f337,7,,
progressive_chunk_playback_arrival_ms,1789403558253.7751,99b2be29-2a9c-452e-8302-91e19460f337,4,False,48000
progressive_chunk_audio_duration_ms,2000.0,99b2be29-2a9c-452e-8302-91e19460f337,4,,
progressive_chunk_emit_ms,1789403558753.9937,99b2be29-2a9c-452e-8302-91e19460f337,8,,
progressive_chunk_emit_ms,1789403560254.3428,99b2be29-2a9c-452e-8302-91e19460f337,9,,
progressive_chunk_playback_arrival_ms,1789403560294.631,99b2be29-2a9c-452e-8302-91e19460f337,5,False,48000
progressive_chunk_audio_duration_ms,2000.0,99b2be29-2a9c-452e-8302-91e19460f337,5,,
progressive_chunk_emit_ms,1789403560603.2239,99b2be29-2a9c-452e-8302-91e19460f337,10,,
first_chunk_latency_ms,1606.6536903381348,99b2be29-2a9c-452e-8302-91e19460f337,,,
progressive_chunk_playback_arrival_ms,1789403562173.773,99b2be29-2a9c-452e-8302-91e19460f337,6,False,48000
progressive_chunk_audio_duration_ms,2000.0,99b2be29-2a9c-452e-8302-91e19460f337,6,,
progressive_chunk_playback_arrival_ms,1789403564224.2327,99b2be29-2a9c-452e-8302-91e19460f337,7,False,48000
progressive_chunk_audio_duration_ms,2000.0,99b2be29-2a9c-452e-8302-91e19460f337,7,,
progressive_chunk_playback_arrival_ms,1789403566274.303,99b2be29-2a9c-452e-8302-91e19460f337,8,False,48000
progressive_chunk_audio_duration_ms,2000.0,99b2be29-2a9c-452e-8302-91e19460f337,8,,
progressive_chunk_playback_arrival_ms,1789403568313.998,99b2be29-2a9c-452e-8302-91e19460f337,9,False,48000
progressive_chunk_audio_duration_ms,2000.0,99b2be29-2a9c-452e-8302-91e19460f337,9,,
progressive_chunk_playback_arrival_ms,1789403568315.5054,99b2be29-2a9c-452e-8302-91e19460f337,10,False,1920
progressive_chunk_audio_duration_ms,80.0,99b2be29-2a9c-452e-8302-91e19460f337,10,,
ttfa_generation_start_ms,1789403573901.2244,5666d120-9693-4fbd-bc09-cfbe7aa631df,,,
ttfa_talker_thread_start_ms,1789403573903.238,5666d120-9693-4fbd-bc09-cfbe7aa631df,,,
ttfa_first_decode_step_ms,1789403574070.3977,5666d120-9693-4fbd-bc09-cfbe7aa631df,,,
ttfa_first_chunk_emit_ms,1789403575752.695,5666d120-9693-4fbd-bc09-cfbe7aa631df,,,
ttfa_first_decode_complete_ms,1789403575895.818,5666d120-9693-4fbd-bc09-cfbe7aa631df,0,,
progressive_chunk_emit_ms,1789403575895.818,5666d120-9693-4fbd-bc09-cfbe7aa631df,0,,
ttfa_first_playback_write_ms,1789403575915.4539,5666d120-9693-4fbd-bc09-cfbe7aa631df,0,,
progressive_chunk_emit_ms,1789403576115.7117,5666d120-9693-4fbd-bc09-cfbe7aa631df,1,,
first_chunk_latency_ms,1994.593620300293,5666d120-9693-4fbd-bc09-cfbe7aa631df,,,
progressive_chunk_playback_arrival_ms,1789403577980.0908,5666d120-9693-4fbd-bc09-cfbe7aa631df,0,False,47445
progressive_chunk_audio_duration_ms,1976.875,5666d120-9693-4fbd-bc09-cfbe7aa631df,0,,
progressive_chunk_playback_arrival_ms,1789403578150.8965,5666d120-9693-4fbd-bc09-cfbe7aa631df,1,False,5760
progressive_chunk_audio_duration_ms,240.0,5666d120-9693-4fbd-bc09-cfbe7aa631df,1,,
