metric_name,value,session_id,chunk_index,is_final,audio_data_size
ttfa_generation_start_ms,1789403258276.4177,,,,
ttfa_talker_thread_start_ms,1789403258897.7922,,,,
ttfa_first_decode_step_ms,1789403262430.1045,,,,
ttfa_first_chunk_emit_ms,1789403263103.124,,,,
ttfa_first_decode_complete_ms,1789403263233.8137,no-registry,0,,
progressive_chunk_emit_ms,1789403263234.3174,,0,,
progressive_chunk_emit_ms,1789403263738.3464,,1,,
first_chunk_latency_ms,4957.899570465088,,,,
tts_compile_warmup_priming,1.0,,,,
ttfa_generation_start_ms,1789403275440.4993,d8b5488e-6b5a-424f-8908-e362218f50b1,,,
ttfa_talker_thread_start_ms,1789403275443.011,d8b5488e-6b5a-424f-8908-e362218f50b1,,,
ttfa_first_decode_step_ms,1789403275596.3926,d8b5488e-6b5a-424f-8908-e362218f50b1,,,
ttfa_first_chunk_emit_ms,1789403276054.9607,d8b5488e-6b5a-424f-8908-e362218f50b1,,,
ttfa_first_decode_complete_ms,1789403276188.8564,d8b5488e-6b5a-424f-8908-e362218f50b1,0,,
progressive_chunk_emit_ms,1789403276188.8564,d8b5488e-6b5a-424f-8908-e362218f50b1,0,,
ttfa_first_playback_write_ms,1789403276210.9666,d8b5488e-6b5a-424f-8908-e362218f50b1,0,,
progressive_chunk_emit_ms,1789403276708.739,d8b5488e-6b5a-424f-8908-e362218f50b1,1,,
progressive_chunk_playback_arrival_ms,1789403277083.6333,d8b5488e-6b5a-424f-8908-e362218f50b1,0,False,18645
progressive_chunk_audio_duration_ms,776.875,d8b5488e-6b5a-424f-8908-e362218f50b1,0,,
progressive_chunk_emit_ms,1789403277165.1406,d8b5488e-6b5a-424f-8908-e362218f50b1,2,,
progressive_chunk_emit_ms,1789403277674.626,d8b5488e-6b5a-424f-8908-e362218f50b1,3,,
progressive_chunk_playback_arrival_ms,1789403277934.2632,d8b5488e-6b5a-424f-8908-e362218f50b1,1,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,1,,
progressive_chunk_emit_ms,1789403278164.9734,d8b5488e-6b5a-424f-8908-e362218f50b1,4,,
progressive_chunk_playback_arrival_ms,1789403278623.7654,d8b5488e-6b5a-424f-8908-e362218f50b1,2,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,2,,
progressive_chunk_emit_ms,1789403278656.036,d8b5488e-6b5a-424f-8908-e362218f50b1,5,,
progressive_chunk_emit_ms,1789403279162.872,d8b5488e-6b5a-424f-8908-e362218f50b1,6,,
progressive_chunk_playback_arrival_ms,1789403279473.5664,d8b5488e-6b5a-424f-8908-e362218f50b1,3,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,3,,
progressive_chunk_emit_ms,1789403279671.494,d8b5488e-6b5a-424f-8908-e362218f50b1,7,,
progressive_chunk_emit_ms,1789403280311.7122,d8b5488e-6b5a-424f-8908-e362218f50b1,8,,
progressive_chunk_playback_arrival_ms,1789403280324.8591,d8b5488e-6b5a-424f-8908-e362218f50b1,4,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,4,,
progressive_chunk_emit_ms,1789403280986.167,d8b5488e-6b5a-424f-8908-e362218f50b1,9,,
progressive_chunk_playback_arrival_ms,1789403281004.8108,d8b5488e-6b5a-424f-8908-e362218f50b1,5,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,5,,
progressive_chunk_emit_ms,1789403281674.7957,d8b5488e-6b5a-424f-8908-e362218f50b1,10,,
progressive_chunk_playback_arrival_ms,1789403281863.456,d8b5488e-6b5a-424f-8908-e362218f50b1,6,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,6,,
progressive_chunk_emit_ms,1789403282358.3044,d8b5488e-6b5a-424f-8908-e362218f50b1,11,,
progressive_chunk_playback_arrival_ms,1789403282713.6309,d8b5488e-6b5a-424f-8908-e362218f50b1,7,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,7,,
progressive_chunk_emit_ms,1789403283026.7039,d8b5488e-6b5a-424f-8908-e362218f50b1,12,,
progressive_chunk_playback_arrival_ms,1789403283574.862,d8b5488e-6b5a-424f-8908-e362218f50b1,8,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,8,,
progressive_chunk_emit_ms,1789403283677.551,d8b5488e-6b5a-424f-8908-e362218f50b1,13,,
progressive_chunk_playback_arrival_ms,1789403284254.8389,d8b5488e-6b5a-424f-8908-e362218f50b1,9,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,9,,
progressive_chunk_emit_ms,1789403284344.4038,d8b5488e-6b5a-424f-8908-e362218f50b1,14,,
progressive_chunk_emit_ms,1789403284977.5354,d8b5488e-6b5a-424f-8908-e362218f50b1,15,,
progressive_chunk_playback_arrival_ms,1789403285103.4644,d8b5488e-6b5a-424f-8908-e362218f50b1,10,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,10,,
progressive_chunk_emit_ms,1789403285512.8242,d8b5488e-6b5a-424f-8908-e362218f50b1,16,,
progressive_chunk_playback_arrival_ms,1789403285953.5261,d8b5488e-6b5a-424f-8908-e362218f50b1,11,False,19200
progressive_chunk_audio_duration_ms,800.0,d8b5488e-6b5a-424f-8908-e362218f50b1,11,,
progressive_chunk_emit_ms,1789403286043.3513,d8b5488e-6b5a-424f-8908-e362218f50b1,17,,
progressive_chunk_emit_ms,1789403286600.0,d8b5488e-6b5a-424f-8908-e362218f50b1,18,,
progressive_chunk_playback_arrival_ms,1789403286643.9424,d8b5488e-6b5a-424f-8908-e362218f50b1,12,False,19200
