metric_name,value,session_id,chunk_index,is_final,audio_data_size
ttfa_generation_start_ms,1788276600712.2607,45897ead-0668-4dbd-adfa-d59ed75cd7e3,,,
ttfa_talker_thread_start_ms,1788276600713.767,45897ead-0668-4dbd-adfa-d59ed75cd7e3,,,
ttfa_first_decode_step_ms,1788276604298.998,45897ead-0668-4dbd-adfa-d59ed75cd7e3,,,
ttfa_first_chunk_emit_ms,1788276605821.3147,45897ead-0668-4dbd-adfa-d59ed75cd7e3,,,
ttfa_first_decode_complete_ms,1788276606005.3564,45897ead-0668-4dbd-adfa-d59ed75cd7e3,0,,
progressive_chunk_emit_ms,1788276606005.8606,45897ead-0668-4dbd-adfa-d59ed75cd7e3,0,,
ttfa_first_playback_write_ms,1788276606026.027,45897ead-0668-4dbd-adfa-d59ed75cd7e3,0,,
progressive_chunk_emit_ms,1788276606082.6348,45897ead-0668-4dbd-adfa-d59ed75cd7e3,1,,
first_chunk_latency_ms,5293.599843978882,45897ead-0668-4dbd-adfa-d59ed75cd7e3,,,
progressive_chunk_playback_arrival_ms,1788276608089.08,45897ead-0668-4dbd-adfa-d59ed75cd7e3,0,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,45897ead-0668-4dbd-adfa-d59ed75cd7e3,0,,
progressive_chunk_playback_arrival_ms,1788276608439.3276,45897ead-0668-4dbd-adfa-d59ed75cd7e3,1,False,9045
progressive_chunk_audio_duration_ms,376.875,45897ead-0668-4dbd-adfa-d59ed75cd7e3,1,,
